label,county,state_abbr,state_name,fips,ers_region
"Gwinnett County, GA",Gwinnett County,GA,Georgia,13135,Southern Seaboard
"Haakon County, SD",Haakon County,SD,South Dakota,46055,Northern Great Plains
"Habersham County, GA",Habersham County,GA,Georgia,13137,Southern Seaboard
"Haines Borough, AK",Haines Borough,AK,Alaska,2100,
"Hale County, AL",Hale County,AL,Alabama,1065,Southern Seaboard
"Hale County, TX",Hale County,TX,Texas,48189,Prairie Gateway
"Halifax County, NC",Halifax County,NC,North Carolina,37083,Southern Seaboard
"Halifax County, VA",Halifax County,VA,Virginia,51083,Southern Seaboard
"Hall County, GA",Hall County,GA,Georgia,13139,Southern Seaboard
"Hall County, NE",Hall County,NE,Nebraska,31079,Prairie Gateway
"Hall County, TX",Hall County,TX,Texas,48191,Prairie Gateway
"Hamblen County, TN",Hamblen County,TN,Tennessee,47063,Eastern Uplands
"Hamilton County, FL",Hamilton County,FL,Florida,12047,Fruitful Rim
"Hamilton County, IA",Hamilton County,IA,Iowa,19079,Heartland
"Hamilton County, IL",Hamilton County,IL,Illinois,17065,Heartland
"Hamilton County, IN",Hamilton County,IN,Indiana,18057,Heartland
"Hamilton County, KS",Hamilton County,KS,Kansas,20075,Prairie Gateway
"Hamilton County, NE",Hamilton County,NE,Nebraska,31081,Heartland
"Hamilton County, NY",Hamilton County,NY,New York,36041,Northern Crescent
"Hamilton County, OH",Hamilton County,OH,Ohio,39061,Heartland
"Hamilton County, TN",Hamilton County,TN,Tennessee,47065,Eastern Uplands
"Hamilton County, TX",Hamilton County,TX,Texas,48193,Prairie Gateway
"Hamlin County, SD",Hamlin County,SD,South Dakota,46057,Northern Great Plains
"Hampden County, MA",Hampden County,MA,Massachusetts,25013,Northern Crescent
"Hampshire County, MA",Hampshire County,MA,Massachusetts,25015,Northern Crescent
"Hampshire County, WV",Hampshire County,WV,West Virginia,54027,Eastern Uplands
"Hampton City, VA",Hampton City,VA,Virginia,51650,Southern Seaboard
"Hampton County, SC",Hampton County,SC,South Carolina,45049,Fruitful Rim
"Hancock County, GA",Hancock County,GA,Georgia,13141,Southern Seaboard
"Hancock County, IA",Hancock County,IA,Iowa,19081,Heartland
"Hancock County, IL",Hancock County,IL,Illinois,17067,Heartland
"Hancock County, IN",Hancock County,IN,Indiana,18059,Heartland
"Hancock County, KY",Hancock County,KY,Kentucky,21091,Heartland
"Hancock County, ME",Hancock County,ME,Maine,23009,Northern Crescent
"Hancock County, MS",Hancock County,MS,Mississippi,28045,Southern Seaboard
"Hancock County, OH",Hancock County,OH,Ohio,39063,Heartland
"Hancock County, TN",Hancock County,TN,Tennessee,47067,Eastern Uplands
"Hancock County, WV",Hancock County,WV,West Virginia,54029,Eastern Uplands
"Hand County, SD",Hand County,SD,South Dakota,46059,Northern Great Plains
"Hanover County, VA",Hanover County,VA,Virginia,51085,Southern Seaboard
"Hansford County, TX",Hansford County,TX,Texas,48195,Prairie Gateway
"Hanson County, SD",Hanson County,SD,South Dakota,46061,Heartland
"Haralson County, GA",Haralson County,GA,Georgia,13143,Southern Seaboard
"Hardee County, FL",Hardee County,FL,Florida,12049,Fruitful Rim
"Hardeman County, TN",Hardeman County,TN,Tennessee,47069,Mississippi Portal
"Hardeman County, TX",Hardeman County,TX,Texas,48197,Prairie Gateway
"Hardin County, IA",Hardin County,IA,Iowa,19083,Heartland
"Hardin County, IL",Hardin County,IL,Illinois,17069,Heartland
"Hardin County, KY",Hardin County,KY,Kentucky,21093,Eastern Uplands
"Hardin County, OH",Hardin County,OH,Ohio,39065,Heartland
"Hardin County, TN",Hardin County,TN,Tennessee,47071,Mississippi Portal
"Hardin County, TX",Hardin County,TX,Texas,48199,Southern Seaboard
"Harding County, NM",Harding County,NM,New Mexico,35021,Prairie Gateway
"Harding County, SD",Harding County,SD,South Dakota,46063,Northern Great Plains
"Hardy County, WV",Hardy County,WV,West Virginia,54031,Eastern Uplands
"Harford County, MD",Harford County,MD,Maryland,24025,Northern Crescent
"Harlan County, KY",Harlan County,KY,Kentucky,21095,Eastern Uplands
"Harlan County, NE",Harlan County,NE,Nebraska,31083,Prairie Gateway
"Harmon County, OK",Harmon County,OK,Oklahoma,40057,Prairie Gateway
"Harnett County, NC",Harnett County,NC,North Carolina,37085,Southern Seaboard
"Harney County, OR",Harney County,OR,Oregon,41025,Basin and Range
"Harper County, KS",Harper County,KS,Kansas,20077,Prairie Gateway
"Harper County, OK",Harper County,OK,Oklahoma,40059,Prairie Gateway
"Harris County, GA",Harris County,GA,Georgia,13145,Southern Seaboard
"Harris County, TX",Harris County,TX,Texas,48201,Fruitful Rim
"Harrison County, IA",Harrison County,IA,Iowa,19085,Heartland
"Harrison County, IN",Harrison County,IN,Indiana,18061,Heartland
"Harrison County, KY",Harrison County,KY,Kentucky,21097,Eastern Uplands
"Harrison County, MO",Harrison County,MO,Missouri,29081,Heartland
"Harrison County, MS",Harrison County,MS,Mississippi,28047,Southern Seaboard
"Harrison County, OH",Harrison County,OH,Ohio,39067,Eastern Uplands
"Harrison County, TX",Harrison County,TX,Texas,48203,Southern Seaboard
"Harrison County, WV",Harrison County,WV,West Virginia,54033,Eastern Uplands
"Harrisonburg City, VA",Harrisonburg City,VA,Virginia,51660,Southern Seaboard
"Hart County, GA",Hart County,GA,Georgia,13147,Southern Seaboard
"Hart County, KY",Hart County,KY,Kentucky,21099,Eastern Uplands
"Hartley County, TX",Hartley County,TX,Texas,48205,Prairie Gateway
"Harvey County, KS",Harvey County,KS,Kansas,20079,Prairie Gateway
"Haskell County, KS",Haskell County,KS,Kansas,20081,Prairie Gateway
"Haskell County, OK",Haskell County,OK,Oklahoma,40061,Eastern Uplands
"Haskell County, TX",Haskell County,TX,Texas,48207,Prairie Gateway
"Hawaii County, HI",Hawaii County,HI,Hawaii,15001,
"Hawkins County, TN",Hawkins County,TN,Tennessee,47073,Eastern Uplands
"Hayes County, NE",Hayes County,NE,Nebraska,31085,Prairie Gateway
"Hays County, TX",Hays County,TX,Texas,48209,Prairie Gateway
"Haywood County, NC",Haywood County,NC,North Carolina,37087,Eastern Uplands
"Haywood County, TN",Haywood County,TN,Tennessee,47075,Mississippi Portal
"Heard County, GA",Heard County,GA,Georgia,13149,Southern Seaboard
"Hemphill County, TX",Hemphill County,TX,Texas,48211,Prairie Gateway
"Hempstead County, AR",Hempstead County,AR,Arkansas,5057,Eastern Uplands
"Henderson County, IL",Henderson County,IL,Illinois,17071,Heartland
"Henderson County, KY",Henderson County,KY,Kentucky,21101,Heartland
"Henderson County, NC",Henderson County,NC,North Carolina,37089,Eastern Uplands
"Henderson County, TN",Henderson County,TN,Tennessee,47077,Mississippi Portal
"Henderson County, TX",Henderson County,TX,Texas,48213,Southern Seaboard
"Hendricks County, IN",Hendricks County,IN,Indiana,18063,Heartland
"Hendry County, FL",Hendry County,FL,Florida,12051,Fruitful Rim
"Hennepin County, MN",Hennepin County,MN,Minnesota,27053,Northern Crescent
"Henrico County, VA",Henrico County,VA,Virginia,51087,Southern Seaboard
"Henry County, AL",Henry County,AL,Alabama,1067,Southern Seaboard
"Henry County, GA",Henry County,GA,Georgia,13151,Southern Seaboard
"Henry County, IA",Henry County,IA,Iowa,19087,Heartland
"Henry County, IL",Henry County,IL,Illinois,17073,Heartland
"Henry County, IN",Henry County,IN,Indiana,18065,Heartland
"Henry County, KY",Henry County,KY,Kentucky,21103,Eastern Uplands
"Henry County, MO",Henry County,MO,Missouri,29083,Heartland
"Henry County, OH",Henry County,OH,Ohio,39069,Heartland
"Henry County, TN",Henry County,TN,Tennessee,47079,Mississippi Portal
"Henry County, VA",Henry County,VA,Virginia,51089,Southern Seaboard
"Herkimer County, NY",Herkimer County,NY,New York,36043,Northern Crescent
"Hernando County, FL",Hernando County,FL,Florida,12053,Fruitful Rim
"Hertford County, NC",Hertford County,NC,North Carolina,37091,Southern Seaboard
"Hettinger County, ND",Hettinger County,ND,North Dakota,38041,Northern Great Plains
"Hickman County, KY",Hickman County,KY,Kentucky,21105,Heartland
"Hickman County, TN",Hickman County,TN,Tennessee,47081,Mississippi Portal
"Hickory County, MO",Hickory County,MO,Missouri,29085,Heartland
"Hidalgo County, NM",Hidalgo County,NM,New Mexico,35023,Basin and Range
"Hidalgo County, TX",Hidalgo County,TX,Texas,48215,Fruitful Rim
"Highland County, OH",Highland County,OH,Ohio,39071,Heartland
"Highland County, VA",Highland County,VA,Virginia,51091,Eastern Uplands
"Highlands County, FL",Highlands County,FL,Florida,12055,Fruitful Rim
"Hill County, MT",Hill County,MT,Montana,30041,Northern Great Plains
"Hill County, TX",Hill County,TX,Texas,48217,Prairie Gateway
"Hillsborough County, FL",Hillsborough County,FL,Florida,12057,Fruitful Rim
"Hillsborough County, NH",Hillsborough County,NH,New Hampshire,33011,Northern Crescent
"Hillsdale County, MI",Hillsdale County,MI,Michigan,26059,Northern Crescent
"Hinds County, MS",Hinds County,MS,Mississippi,28049,Mississippi Portal
"Hinsdale County, CO",Hinsdale County,CO,Colorado,8053,Basin and Range
"Hitchcock County, NE",Hitchcock County,NE,Nebraska,31087,Prairie Gateway
"Hocking County, OH",Hocking County,OH,Ohio,39073,Eastern Uplands
"Hockley County, TX",Hockley County,TX,Texas,48219,Prairie Gateway
"Hodgeman County, KS",Hodgeman County,KS,Kansas,20083,Prairie Gateway
"Hoke County, NC",Hoke County,NC,North Carolina,37093,Southern Seaboard
"Holmes County, FL",Holmes County,FL,Florida,12059,Fruitful Rim
"Holmes County, MS",Holmes County,MS,Mississippi,28051,Mississippi Portal
"Holmes County, OH",Holmes County,OH,Ohio,39075,Eastern Uplands
"Holt County, MO",Holt County,MO,Missouri,29087,Heartland
"Holt County, NE",Holt County,NE,Nebraska,31089,Northern Great Plains
"Honolulu County, HI",Honolulu County,HI,Hawaii,15003,
"Hood County, TX",Hood County,TX,Texas,48221,Prairie Gateway
"Hood River County, OR",Hood River County,OR,Oregon,41027,Basin and Range
"Hooker County, NE",Hooker County,NE,Nebraska,31091,Northern Great Plains
"Hoonah-Angoon Census Area, AK",Hoonah-Angoon Census Area,AK,Alaska,2105,
"Hopewell City, VA",Hopewell City,VA,Virginia,51670,Southern Seaboard
"Hopkins County, KY",Hopkins County,KY,Kentucky,21107,Heartland
"Hopkins County, TX",Hopkins County,TX,Texas,48223,Southern Seaboard
"Horry County, SC",Horry County,SC,South Carolina,45051,Southern Seaboard
"Hot Spring County, AR",Hot Spring County,AR,Arkansas,5059,Eastern Uplands
"Hot Springs County, WY",Hot Springs County,WY,Wyoming,56017,Basin and Range
"Houghton County, MI",Houghton County,MI,Michigan,26061,Northern Crescent
"Houston County, AL",Houston County,AL,Alabama,1069,Southern Seaboard
"Houston County, GA",Houston County,GA,Georgia,13153,Southern Seaboard
"Houston County, MN",Houston County,MN,Minnesota,27055,Heartland
"Houston County, TN",Houston County,TN,Tennessee,47083,Mississippi Portal
"Houston County, TX",Houston County,TX,Texas,48225,Southern Seaboard
"Howard County, AR",Howard County,AR,Arkansas,5061,Eastern Uplands
"Howard County, IA",Howard County,IA,Iowa,19089,Heartland
"Howard County, IN",Howard County,IN,Indiana,18067,Heartland
"Howard County, MD",Howard County,MD,Maryland,24027,Northern Crescent
"Howard County, MO",Howard County,MO,Missouri,29089,Heartland
"Howard County, NE",Howard County,NE,Nebraska,31093,Prairie Gateway
"Howard County, TX",Howard County,TX,Texas,48227,Prairie Gateway
"Howell County, MO",Howell County,MO,Missouri,29091,Eastern Uplands
"Hubbard County, MN",Hubbard County,MN,Minnesota,27057,Northern Crescent
"Hudson County, NJ",Hudson County,NJ,New Jersey,34017,Northern Crescent
"Hudspeth County, TX",Hudspeth County,TX,Texas,48229,Fruitful Rim
"Huerfano County, CO",Huerfano County,CO,Colorado,8055,Prairie Gateway
"Hughes County, OK",Hughes County,OK,Oklahoma,40063,Eastern Uplands
"Hughes County, SD",Hughes County,SD,South Dakota,46065,Northern Great Plains
"Humboldt County, CA",Humboldt County,CA,California,6023,Basin and Range
"Humboldt County, IA",Humboldt County,IA,Iowa,19091,Heartland
"Humboldt County, NV",Humboldt County,NV,Nevada,32013,Basin and Range
"Humphreys County, MS",Humphreys County,MS,Mississippi,28053,Mississippi Portal
"Humphreys County, TN",Humphreys County,TN,Tennessee,47085,Mississippi Portal
"Hunt County, TX",Hunt County,TX,Texas,48231,Prairie Gateway
"Hunterdon County, NJ",Hunterdon County,NJ,New Jersey,34019,Northern Crescent
"Huntingdon County, PA",Huntingdon County,PA,Pennsylvania,42061,Northern Crescent
"Huntington County, IN",Huntington County,IN,Indiana,18069,Heartland
"Huron County, MI",Huron County,MI,Michigan,26063,Northern Crescent
"Huron County, OH",Huron County,OH,Ohio,39077,Northern Crescent
"Hutchinson County, SD",Hutchinson County,SD,South Dakota,46067,Heartland
"Hutchinson County, TX",Hutchinson County,TX,Texas,48233,Prairie Gateway
"Hyde County, NC",Hyde County,NC,North Carolina,37095,Southern Seaboard
"Hyde County, SD",Hyde County,SD,South Dakota,46069,Northern Great Plains
"Iberia Parish, LA",Iberia Parish,LA,Louisiana,22045,Mississippi Portal
"Iberville Parish, LA",Iberville Parish,LA,Louisiana,22047,Mississippi Portal
"Ida County, IA",Ida County,IA,Iowa,19093,Heartland
"Idaho County, ID",Idaho County,ID,Idaho,16049,Basin and Range
"Imperial County, CA",Imperial County,CA,California,6025,Fruitful Rim
"Independence County, AR",Independence County,AR,Arkansas,5063,Mississippi Portal
"Indian River County, FL",Indian River County,FL,Florida,12061,Fruitful Rim
"Indiana County, PA",Indiana County,PA,Pennsylvania,42063,Eastern Uplands
"Ingham County, MI",Ingham County,MI,Michigan,26065,Northern Crescent
"Inyo County, CA",Inyo County,CA,California,6027,Basin and Range
"Ionia County, MI",Ionia County,MI,Michigan,26067,Northern Crescent
"Iosco County, MI",Iosco County,MI,Michigan,26069,Northern Crescent
"Iowa County, IA",Iowa County,IA,Iowa,19095,Heartland
"Iowa County, WI",Iowa County,WI,Wisconsin,55049,Northern Crescent
"Iredell County, NC",Iredell County,NC,North Carolina,37097,Southern Seaboard
"Irion County, TX",Irion County,TX,Texas,48235,Prairie Gateway
"Iron County, MI",Iron County,MI,Michigan,26071,Northern Crescent
"Iron County, MO",Iron County,MO,Missouri,29093,Eastern Uplands
"Iron County, UT",Iron County,UT,Utah,49021,Basin and Range
"Iron County, WI",Iron County,WI,Wisconsin,55051,Northern Crescent
"Iroquois County, IL",Iroquois County,IL,Illinois,17075,Heartland
"Irwin County, GA",Irwin County,GA,Georgia,13155,Southern Seaboard
"Isabella County, MI",Isabella County,MI,Michigan,26073,Northern Crescent
"Isanti County, MN",Isanti County,MN,Minnesota,27059,Northern Crescent
"Island County, WA",Island County,WA,Washington,53029,Fruitful Rim
"Isle of Wight County, VA",Isle of Wight County,VA,Virginia,51093,Southern Seaboard
"Issaquena County, MS",Issaquena County,MS,Mississippi,28055,Mississippi Portal
"Itasca County, MN",Itasca County,MN,Minnesota,27061,Northern Crescent
"Itawamba County, MS",Itawamba County,MS,Mississippi,28057,Mississippi Portal
"Izard County, AR",Izard County,AR,Arkansas,5065,Eastern Uplands
"Jack County, TX",Jack County,TX,Texas,48237,Prairie Gateway
"Jackson County, AL",Jackson County,AL,Alabama,1071,Eastern Uplands
"Jackson County, AR",Jackson County,AR,Arkansas,5067,Mississippi Portal
"Jackson County, CO",Jackson County,CO,Colorado,8057,Basin and Range
"Jackson County, FL",Jackson County,FL,Florida,12063,Fruitful Rim
"Jackson County, GA",Jackson County,GA,Georgia,13157,Southern Seaboard
"Jackson County, IA",Jackson County,IA,Iowa,19097,Heartland
"Jackson County, IL",Jackson County,IL,Illinois,17077,Heartland
"Jackson County, IN",Jackson County,IN,Indiana,18071,Heartland
"Jackson County, KS",Jackson County,KS,Kansas,20085,Prairie Gateway
"Jackson County, KY",Jackson County,KY,Kentucky,21109,Eastern Uplands
"Jackson County, MI",Jackson County,MI,Michigan,26075,Northern Crescent
"Jackson County, MN",Jackson County,MN,Minnesota,27063,Heartland
"Jackson County, MO",Jackson County,MO,Missouri,29095,Heartland
"Jackson County, MS",Jackson County,MS,Mississippi,28059,Southern Seaboard
"Jackson County, NC",Jackson County,NC,North Carolina,37099,Eastern Uplands
"Jackson County, OH",Jackson County,OH,Ohio,39079,Heartland
"Jackson County, OK",Jackson County,OK,Oklahoma,40065,Prairie Gateway
"Jackson County, OR",Jackson County,OR,Oregon,41029,Fruitful Rim
"Jackson County, SD",Jackson County,SD,South Dakota,46071,Northern Great Plains
"Jackson County, TN",Jackson County,TN,Tennessee,47087,Eastern Uplands
"Jackson County, TX",Jackson County,TX,Texas,48239,Fruitful Rim
"Jackson County, WI",Jackson County,WI,Wisconsin,55053,Northern Crescent
"Jackson County, WV",Jackson County,WV,West Virginia,54035,Eastern Uplands
"Jackson Parish, LA",Jackson Parish,LA,Louisiana,22049,Southern Seaboard
"James City County, VA",James City County,VA,Virginia,51095,Southern Seaboard
"Jasper County, GA",Jasper County,GA,Georgia,13159,Southern Seaboard
"Jasper County, IA",Jasper County,IA,Iowa,19099,Heartland
"Jasper County, IL",Jasper County,IL,Illinois,17079,Heartland
"Jasper County, IN",Jasper County,IN,Indiana,18073,Heartland
"Jasper County, MO",Jasper County,MO,Missouri,29097,Eastern Uplands
"Jasper County, MS",Jasper County,MS,Mississippi,28061,Southern Seaboard
"Jasper County, SC",Jasper County,SC,South Carolina,45053,Fruitful Rim
